s3_image_path,s3_resized_image_path,s3_mask_path,caption,a1,a2,a3,a4
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000286.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000286.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000286.png,Product placed on a white marble tray surrounded by a white scented candle and a white towel placed in front of a light brown background,this image may contain bottle and cosmetics,there is a candle and a glass on a shelf next to a towel,a bottle of nivea hair product sitting next to a candle,a bottle of shampoo next to a candle
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000287.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000287.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000287.png,Product placed on a textured pink surface surrounded by five color cards with a woman's hand holding a colored card in the front,pantone color of the year 2018,there is a person holding a pantone card in front of a blanket,the pantone color of the year 2019,pantone color of the year 2020
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000288.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000288.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000288.png,Product placed on white satin fabric background with creases,a bottle of dove body lotion on a white silk background.,there is a bottle of dove body lotion on a white cloth,a bottle of dove deodorant sitting on top of a white sheet,a bottle of dove body wash on a white cloth
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000289.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000289.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000289.png,Product placed on a pink platform in front of a pink background,this image may contain bottle and cosmetics,there is a bottle of lip cheek tint next to a bottle of lip tint,a bottle of lip tint sitting on top of a pink table,a bottle of lip cream on a pink table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000290.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000290.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000290.png,Product placed on a light brown surface surrounded by two ice cream buckets in front of a blurry background,a scoop of ice cream on a table with three containers of ice cream in the background.,there is a scoop of ice cream sitting on a table next to two cups of ice cream,a scoop of ice cream on a spoon,two scoops of ice cream on a spoon
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000291.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000291.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000291.png,Product placed on a cream colored surface,this image may contain accessories accessory and tiara,there is a close up of a pair of earrings on a table,a pair of rose gold leaf earrings on a table,a pair of earrings made out of pink crystals
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000292.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000292.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000292.png,Product placed on a glossy black platform in front of a black background,lakme a lakme foundation,there is a stack of makeup products on a table with a black background,a stack of makeup containers stacked on top of each other,loreal cosmetics are stacked on top of each other
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000293.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000293.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000293.png,Product placed on a white plate surrounded by a few coffee beans on a pink background,this image may contain cosmetics and cake,there is a piece of cake on a white plate with a fork and two lip bales,a piece of cake with some lipstick on it,a slice of cake on a plate next to two lipsticks
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000294.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000294.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000294.png,Product placed on color stripped surface on a white background,this image may contain cosmetics and bottle,three different types of nivea lip bales on a striped surface,three tubes of nivea lip balm on a colorful background,"nivea lip butter in red, white and blue"
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000295.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000295.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000295.png,Product placed on a glossy beige marble floor surrounded by a fabric stool and a golden dog in front of a cream colored wall,a woman reading a magazine on a couch with a dog laying next to her.,there is a woman sitting on a couch reading a book with a dog laying on the floor,a dog laying on a couch next to a woman reading a magazine,a person sitting on a couch next to a dog
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000296.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000296.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000296.png,Product placed on a glossy white surface surrounded by a circular glass plate in front of a ridged glossy white background,this image may contain bottle and cosmetics,there is a bottle of clinique and a tube of lotion sitting on a table,three bottles of clinique products sit on a table,a bottle of clinique face wash on a table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000297.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000297.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000297.png,"Product placed over a white fabric on a pink surface surrounded by a golden watch, yellow hair band and four different colored cards",this image may contain clothing apparel footwear and shoe,there is a pair of shoes that are sitting on a table,a pair of shoes sitting on top of a lace doily,a pair of women's floral shoes on a table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000298.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000298.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000298.png,product placed on a dripping light brown platform surrounded by six stilts of the same height of different shades of brown in front of a light brown background,this image may contain shelf and cosmetics,there is a row of lip glosses sitting on top of a shelf,several tubes of lipstick on a shelf with drips of liquid,four different types of lipstick on a shelf
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000299.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000299.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000299.png,Products placed on a white platform surrounded by a white kettle and a metal whisker in front of a blurry white background,chocolate cupcakes on a white background,three chocolate cupcakes with chocolate frosting and a teapot in the background,three chocolate cupcakes on a table with a teapot,there are three chocolate cupcakes on a table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000300.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000300.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000300.png,Products placed over a blue checkered towel inside a jute bucket surrounded by a penguin soft toy in front of a light blue background,"a basket of baby products including a stuffed animal, a stuffed animal, and a stuffed animal.",there are three bottles of baby dove baby lotion in a basket,three bottles of baby lotion in a basket,a basket with three bottles of baby shampoo
